Abbreviation,Number,Full Title,Raw Credits,Min Credits,Max Credits,Has Credit Range,Gen-Eds,Full Description
RELI,266,Medieval and Renaissance Christian Cultures,3.0,3.0,3.0,False,"['PH', 'WB']","This course explores the cultural manifestations of Christianity in the medieval and Renaissance worlds, focusing particularly on interactions with other religions and on differences of gender, geography, and class. Gen Ed: PH, WB. Grading status: Letter grade. "
RELI,270,Religion in Western Europe,3.0,3.0,3.0,False,"['HS', 'NA']","In this course, we will explore various topics related to the past and present status of religion in general, and of certain religions in particular, within three Western European countries: the United Kingdom, France, and Germany. Honors version availableGen Ed: HS, NA. Grading status: Letter grade. Same as: EURO 270. "
RELI,280,Hindu Gods and Goddesses,3.0,3.0,3.0,False,"['LA', 'BN']","This courses focuses on the ways Hindu gods and goddesses are experienced in South Asia through analysis of literary works, including texts, film, comic books, performance, and ethnography. We will also examine key Hindu concepts (dharma, karma, and caste) in Hindu religious narratives. Honors version availableGen Ed: LA, BN. Grading status: Letter grade. Same as: ASIA 280. "
RELI,283,"The Buddhist Tradition: India, Nepal, and Tibet",3.0,3.0,3.0,False,"['PH', 'BN']","Examines the diverse beliefs, practices, and cultures associated with Buddhism in the Himalayan regions of India, Nepal, and Tibet. Topics include Buddhism's development and spread, the cultural dynamics of Himalayan societies, monasticism, folk religion, revivalism, tourism, gender, globalization, and the role of the state in shaping Buddhist life and culture. Gen Ed: PH, BN. Grading status: Letter grade. Same as: ASIA 300. "
RELI,284,The Buddhist Tradition: East Asia,3.0,3.0,3.0,False,"['BN', 'WB']","An examination of the development of Buddhism after its importation to East Asia. Gen Ed: BN, WB. Grading status: Letter grade. Same as: ASIA 284. "
RELI,285,The Buddhist Tradition: Southeast Asia and Sri Lanka,3.0,3.0,3.0,False,"['BN', 'CI']","This course explores the Theravada school of Buddhism and themes in the social, cultural, and political lives of the Theravada Buddhist countries of Southeast Asia and Sri Lanka. Gen Ed: BN, CI. Grading status: Letter grade. Same as: ASIA 285. "
RELI,286,Premodern Japanese Religions,3.0,3.0,3.0,False,"['BN', 'WB']","Historical survey of the major premodern religious traditions in Japan: Shinto, Buddhism, Shugendo, and Christianity. Gen Ed: BN, WB. Grading status: Letter grade. Same as: ASIA 301. "
RELI,287,Modern Japanese Religions,3.0,3.0,3.0,False,"['SS', 'BN']","Survey of the major religious traditions in modern and contemporary Japan: Shinto, Buddhism, and the New Religions. Gen Ed: SS, BN. Grading status: Letter grade. Same as: ASIA 302. "
RELI,288,Chinese Religions,3.0,3.0,3.0,False,"['BN', 'WB']","Historical introduction to Chinese religions: Confucianism, Daoism, Buddhism, and folk religion. Gen Ed: BN, WB. Grading status: Letter grade. Same as: ASIA 303. "
RELI,289,Muhammad and the Qur'an,3.0,3.0,3.0,False,"['HS', 'BN']","An introduction to the life and significance of the Prophet Muhammad and the sacred scripture of Islam, the Qur'an. It offers discussion of textual sources for Muhammad's biography; his emulation and veneration in Muslim societies; and the nature, compilation, reception history, and range of interpretations of the Qur'an. Gen Ed: HS, BN. Grading status: Letter grade. "
RELI,314,Memory and the Historical Jesus,3.0,3.0,3.0,False,"['HS', 'WB']","Who was Jesus? What did he teach? Can we interpret Jesus apart from religious frames or is our conception of Jesus always shaped by the religious texts preserving his memory? What modes of analysis and interpretation do contemporary historians apply to these texts, and what assumptions or biases can color their work? Comparing ancient and modern constructions of Jesus, this course probes the differences between cultural memory and historical writing as practices of knowing. Honors version availableGen Ed: HS, WB. Grading status: Letter grade. "
RELI,315,"Religious Frauds: Lies, Forgeries, and Fake News",3.0,3.0,3.0,False,"['PH', 'WB']","This course explores the problem of religious fraud-and more specifically, ""pious fraud""-drawing case studies from Christian history. Although Christianity espouses a high moral code, some Christians have used deception to advance their beliefs and agendas: forging documents, inventing stories, and fabricating artifacts. Others have been suspected of these same activities. Throughout the semester, students wade through the thorny moral/ethical issues presented by the practice of pious fraud and debate possible cases. Gen Ed: PH, WB. Grading status: Letter grade. "
RELI,322,Theories of Religion,3.0,3.0,3.0,False,['PH'],"This course addresses terms such as ""the sacred,"" ""sacrifice,"" ""the dead,"" ""divinity,"" and ""possession"" to explore the limitations and new potentials of religious studies for describing human experience. Honors version availableGen Ed: PH. Grading status: Letter grade. "
RELI,323,Social Theory and Cultural Diversity,3.0,3.0,3.0,False,['NA'],"Introduction to basic thinking about cultural difference (race, gender, nationality, religion, etc. ). The course encourages students to examine the ways paradigms shape how we act, think, and imagine as members of diverse cultures in the United States. Gen Ed: NA. Grading status: Letter grade. "
RELI,325,"Religion, Magic, and Science",3.0,3.0,3.0,False,['PH'],"Critical exploration of the ways in which religion, magic, and science have been constructed as distinct domains of knowledge in the West since the late 19th century. Gen Ed: PH. Grading status: Letter grade. "
RELI,332,The Protestant Tradition,3.0,3.0,3.0,False,"['NA', 'WB']","The course comes to provide students with historical and theological knowledge and conceptual tools that will enable them to understand the very rich and diverse Protestant tradition. Honors version availableGen Ed: NA, WB. Grading status: Letter grade. "
RELI,338,Religion in American Law,3.0,3.0,3.0,False,"['PH', 'US']","An exploration of the position of religion in American legal and social theory, with particular focus on jurisprudence under the First Amendment. Gen Ed: PH, US. Grading status: Letter grade. "
RELI,340,Liberal Tradition in American Religion,3.0,3.0,3.0,False,"['HS', 'NA']","An examination of the growth of liberal theological expressions, such as rationalism, romanticism, and modernism, from the early 18th century to the present. Gen Ed: HS, NA. Grading status: Letter grade. "
RELI,342,African-American Religious Experience,3.0,3.0,3.0,False,"['SS', 'NA']","Permission of the instructor. An introduction to the diversity of African American beliefs, experiences, and expressions from the colonial era to the present. Exploration will be both historical and thematic. Gen Ed: SS, NA. Grading status: Letter grade. Same as: ANTH 342, FOLK 342. "
RELI,343,Religion in Modern Israel,3.0,3.0,3.0,False,"['SS', 'BN']","The relation between religious communities, their hopes and their agendas to the culture, politics, and law of the country has been a central feature of the Israeli state from its inception. Religious faiths, agendas, and affiliations have affected the character of the country, as well as its relationships with groups and governments around the globe. Gen Ed: SS, BN. Grading status: Letter grade. Same as: JWST 343. "
RELI,345,Black Atlantic Religions,3.0,3.0,3.0,False,"['BN', 'GL']","This course is an introduction to Black Atlantic discourses from ethnographic and religious studies perspectives. Readings will privilege African-inspired performance and aesthetic forms as these are produced in religious practice. Honors version availableGen Ed: BN, GL. Grading status: Letter grade. "
RELI,350,Islamic and Jewish Legal Systems,3.0,3.0,3.0,False,"['HS', 'WB']","In this course, on both Jewish and Islamic law, we will explore the nature, structure, development, and significance of the legal system of each of these two religions. Topics discussed include rituals, purity laws, commerce, warfare, and gender relations. There is no need to have any background in Hebrew or Arabic: all texts are provided in English, and no previous knowledge on Islam or Judaism is assumed. Gen Ed: HS, WB. Grading status: Letter grade. "
RELI,352,Anthropology of Christianity,3.0,3.0,3.0,False,['GL'],This course introduces students to the anthropology of Christianity. Students will explore major themes of interest in the field. This course aims to familiarize students with the diversity of Christian religious experience and expression globally and to explore the mechanisms through which that diversity takes shape in various cultural contexts. Gen Ed: GL. Grading status: Letter grade. 
RELI,362,Mary in the Christian Tradition,3.0,3.0,3.0,False,"['HS', 'WB']","In certain eras, Mary has been more central to Catholic devotion than Christ. This course explores doctrine, liturgy, and popular devotion centering on the Virgin in medieval European Christianity, her impact on colonial religion in the New World, and her roles in Protestantism, Eastern Orthodoxy, and Islam. Honors version availableGen Ed: HS, WB. Grading status: Letter grade. Same as: WGST 362. "
RELI,365,Studies in Christian Theologies and Theologians,3.0,3.0,3.0,False,"['PH', 'NA']","An investigation of one writer or school in the history of Christian theology as an example of typical methods, positions, and problems within the tradition. Gen Ed: PH, NA. Grading status: Letter grade. "
